path=maps/de_ancient_night.nav crc=85410A37 size=364.71KB size_in_bytes=373461
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_02_columns_grey_wet_0.vmdl_c crc=9856427B size=21.54KB size_in_bytes=22053
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_02_columns_grey_wet_1.vmdl_c crc=D2F7DA85 size=38.35KB size_in_bytes=39269
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_02_trims_grey_wet_0.vmdl_c crc=2EBBF4D5 size=370.52KB size_in_bytes=379409
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_02_trims_grey_wet_1.vmdl_c crc=4346FDD1 size=77.74KB size_in_bytes=79601
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_02_trims_moss_wet_0.vmdl_c crc=981EE7FD size=21.61KB size_in_bytes=22129
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_02_trims_white_wet_0.vmdl_c crc=5F1DBDFD size=25.18KB size_in_bytes=25781
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_03_individual_bricks_grey_wet_0.vmdl_c crc=C866BABE size=280.40KB size_in_bytes=287133
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_03_individual_bricks_moss_wet_0.vmdl_c crc=41B5B841 size=312.79KB size_in_bytes=320301
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_03_individual_bricks_moss_wet_1.vmdl_c crc=20D23720 size=368.47KB size_in_bytes=377309
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_04_corners_grey_wet_0.vmdl_c crc=14EF4D09 size=455.75KB size_in_bytes=466693
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_04_corners_white_wet_0.vmdl_c crc=9B343926 size=792.99KB size_in_bytes=812021
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_04_corners_white_wet_1.vmdl_c crc=62340249 size=400.63KB size_in_bytes=410245
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_04_individual_bricks_white_wet_0.vmdl_c crc=E6D109E4 size=329.91KB size_in_bytes=337825
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_04_trims_grey_wet_0.vmdl_c crc=0062F6B0 size=82.45KB size_in_bytes=84433
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_04_trims_grey_wet_1.vmdl_c crc=55164757 size=51.66KB size_in_bytes=52897
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_05_includes_grey_wet_0.vmdl_c crc=B276E294 size=1.02MB size_in_bytes=1071570
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_05_trims_grey_wet_0.vmdl_c crc=2944AD7B size=1.75MB size_in_bytes=1838161
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_05_trims_grey_wet_1.vmdl_c crc=217D3601 size=79.45KB size_in_bytes=81361
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_plaster_01_wet_0.vmdl_c crc=B0E040A1 size=26.13KB size_in_bytes=26753
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_stone_01_grey_wet_0.vmdl_c crc=4413B50F size=5.55KB size_in_bytes=5681
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_stone_01_grey_wet_1.vmdl_c crc=3A32FAC8 size=21.31KB size_in_bytes=21825
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_stone_01_grey_wet_2.vmdl_c crc=0E37954F size=107.97KB size_in_bytes=110561
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_stone_01_grey_wet_3.vmdl_c crc=7E0838AE size=43.08KB size_in_bytes=44113
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_stone_01_moss_wet_0.vmdl_c crc=F5FA1DD6 size=16.58KB size_in_bytes=16977
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_stone_01_moss_wet_1.vmdl_c crc=04A2E6AC size=14.74KB size_in_bytes=15089
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_stone_01_moss_wet_2.vmdl_c crc=976A723A size=182.31KB size_in_bytes=186689
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_stone_01_moss_wet_3.vmdl_c crc=3E3C9B38 size=126.02KB size_in_bytes=129041
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_stone_01_white_wet_0.vmdl_c crc=CEA96AE1 size=32.82KB size_in_bytes=33605
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_stone_01_white_wet_1.vmdl_c crc=BCAEE9B6 size=27.79KB size_in_bytes=28453
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_stone_01_white_wet_2.vmdl_c crc=231E38E6 size=16.33KB size_in_bytes=16725
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_stone_03_grey_wet_0.vmdl_c crc=CB57FEBB size=10.67KB size_in_bytes=10929
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_stone_04_grey_wet_0.vmdl_c crc=0D79AC0C size=13.27KB size_in_bytes=13585
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_stone_04_grey_wet_1.vmdl_c crc=76A76B96 size=8.00KB size_in_bytes=8193
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_stone_04_white_wet_0.vmdl_c crc=F7A046AB size=9.30KB size_in_bytes=9525
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_stone_04_white_wet_1.vmdl_c crc=35D92858 size=9.27KB size_in_bytes=9493
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_stone_05_grey_wet_0.vmdl_c crc=68ADC8C4 size=11.56KB size_in_bytes=11841
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_wall_stone_05_grey_wet_1.vmdl_c crc=ACA59A80 size=21.28KB size_in_bytes=21793
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_yucca_01_0.vmdl_c crc=11C60CB9 size=1.54MB size_in_bytes=1610229
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_yucca_01_1.vmdl_c crc=404C1B55 size=264.77KB size_in_bytes=271125
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_yucca_01_nomotion_0.vmdl_c crc=5C26DBA2 size=502.48KB size_in_bytes=514540
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_ancient_yucca_01_nomotion_1.vmdl_c crc=35B6736F size=148.78KB size_in_bytes=152348
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_hr_aztec_tree_dead_branches_0.vmdl_c crc=83A5B827 size=42.66KB size_in_bytes=43682
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_reflectivity_50b_0.vmdl_c crc=9CF1A9CF size=28.79KB size_in_bytes=29476
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_train_blend_shipping_crate_tarp_02-dirty_0.vmdl_c crc=D75A81C4 size=179.90KB size_in_bytes=184220
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_train_shipping_crate_01_0.vmdl_c crc=A43F394F size=306.90KB size_in_bytes=314268
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_train_shipping_crate_01_1.vmdl_c crc=1311FE8D size=28.59KB size_in_bytes=29276
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_train_shipping_crate_01_painted_0.vmdl_c crc=05A5D16F size=280.89KB size_in_bytes=287636
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_train_shipping_crate_02_0.vmdl_c crc=092EEE40 size=634.36KB size_in_bytes=649580
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_train_shipping_crate_02_painted_0.vmdl_c crc=E6B31F23 size=553.10KB size_in_bytes=566372
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_train_shipping_crate_tarp_01_0.vmdl_c crc=D575425E size=21.78KB size_in_bytes=22304
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_train_shipping_crate_tarp_02_0.vmdl_c crc=995C0EB8 size=45.38KB size_in_bytes=46464
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_truck001c_01_0.vmdl_c crc=E47A2056 size=84.64KB size_in_bytes=86674
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_merge_trucktires_0.vmdl_c crc=DFBB227E size=27.78KB size_in_bytes=28450
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_nomerge_hr_ancient_banyan_leaves_01_0.vmdl_c crc=89C74634 size=255.67KB size_in_bytes=261805
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_nomerge_hr_ancient_banyan_trunk_01_0.vmdl_c crc=FBC103A6 size=469.17KB size_in_bytes=480429
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_prop_ancient_skybox_underbrush_cards_01_0.vmdl_c crc=0A8888AD size=8.61KB size_in_bytes=8817
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_prop_aztec_lighting_jobsite_01_0.vmdl_c crc=7F9BD0B1 size=35.90KB size_in_bytes=36766
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_prop_aztec_lighting_jobsite_01_reflectors_lit_0.vmdl_c crc=DA2DD6CA size=12.04KB size_in_bytes=12332
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_prop_hr_ancient_blend_wall_05_includes_grey-plastergold-wet_0.vmdl_c crc=D6623ACC size=10.69KB size_in_bytes=10946
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_prop_hr_ancient_fern_01_0.vmdl_c crc=52478FC4 size=279.02KB size_in_bytes=285713
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_prop_hr_ancient_fern_01_1.vmdl_c crc=DB158C4C size=22.28KB size_in_bytes=22817
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_prop_hr_ancient_fern_01_nomotion_0.vmdl_c crc=2E978E22 size=109.29KB size_in_bytes=111916
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_prop_hr_ancient_fern_01_nomotion_1.vmdl_c crc=6D1BF234 size=11.20KB size_in_bytes=11468
path=maps/de_ancient_night/worldnodes/n0_lr0_agg_prop_hr_ancient_wall_plaster_01_gold_0.vmdl_c crc=FE7B88A2 size=94.88KB size_in_bytes=97153
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_bl_mesh_blocklight0_noshadow.vmdl_c crc=5F32E120 size=4.50KB size_in_bytes=4605
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge10_aztec_lighting_candle_f.vmdl_c crc=717756AE size=5.01KB size_in_bytes=5126
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge11_aztec_lighting_candle_f.vmdl_c crc=72349518 size=5.02KB size_in_bytes=5142
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge14_aztec_lighting_candle_f.vmdl_c crc=54F960D7 size=5.02KB size_in_bytes=5142
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge15_aztec_lighting_candle_f.vmdl_c crc=ADC5DF3B size=5.01KB size_in_bytes=5126
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge18_aztec_lighting_candle_f.vmdl_c crc=6E491016 size=5.02KB size_in_bytes=5142
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge19_aztec_lighting_candle_f.vmdl_c crc=006D9BDA size=5.02KB size_in_bytes=5142
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge1_aztec_lighting_candle_f.vmdl_c crc=42551E0D size=5.01KB size_in_bytes=5126
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge21_aztec_lighting_candle_f.vmdl_c crc=17C04CC1 size=5.02KB size_in_bytes=5142
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge22_aztec_lighting_candle_f.vmdl_c crc=F6FB8E90 size=5.02KB size_in_bytes=5142
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge24_aztec_lighting_candle_f.vmdl_c crc=9FAE10A1 size=4.66KB size_in_bytes=4774
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge25_aztec_lighting_candle_f.vmdl_c crc=D3025550 size=4.65KB size_in_bytes=4758
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge26_aztec_lighting_candle_f.vmdl_c crc=914A7D8C size=4.65KB size_in_bytes=4758
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge27_aztec_lighting_candle_f.vmdl_c crc=3CF4B100 size=6.62KB size_in_bytes=6774
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge28_aztec_lighting_candle_f.vmdl_c crc=D11A0CC9 size=5.01KB size_in_bytes=5126
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge29_aztec_lighting_candle_f.vmdl_c crc=9FEB47D2 size=5.02KB size_in_bytes=5142
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge30_aztec_lighting_candle_f.vmdl_c crc=6CFDF7D9 size=6.58KB size_in_bytes=6742
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge31_aztec_lighting_candle_f.vmdl_c crc=388AA992 size=5.01KB size_in_bytes=5126
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge32_aztec_lighting_candle_f.vmdl_c crc=157B27D7 size=4.65KB size_in_bytes=4758
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge33_aztec_lighting_candle_f.vmdl_c crc=41FF932B size=5.02KB size_in_bytes=5142
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge34_aztec_lighting_candle_f.vmdl_c crc=343BE470 size=5.02KB size_in_bytes=5142
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge35_aztec_lighting_candle_f.vmdl_c crc=46ADD7B0 size=5.02KB size_in_bytes=5142
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge36_aztec_lighting_candle_f.vmdl_c crc=6457B8EC size=5.02KB size_in_bytes=5142
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge37_aztec_lighting_candle_f.vmdl_c crc=5073466D size=4.65KB size_in_bytes=4758
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge38_aztec_lighting_candle_f.vmdl_c crc=37C30964 size=5.01KB size_in_bytes=5126
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge39_aztec_lighting_candle_f.vmdl_c crc=D64585D4 size=5.04KB size_in_bytes=5158
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge3_hr_aztec_water_shallow.vmdl_c crc=829952A6 size=5.25KB size_in_bytes=5377
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge40_aztec_lighting_candle_f.vmdl_c crc=46B891FB size=5.04KB size_in_bytes=5158
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge41_aztec_lighting_candle_f.vmdl_c crc=D743FACA size=5.02KB size_in_bytes=5142
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge42_aztec_lighting_candle_f.vmdl_c crc=C488EC21 size=5.04KB size_in_bytes=5158
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge43_aztec_lighting_candle_f.vmdl_c crc=D4340747 size=4.63KB size_in_bytes=4742
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge44_aztec_lighting_candle_f.vmdl_c crc=B71675CE size=4.65KB size_in_bytes=4758
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge45_aztec_lighting_candle_f.vmdl_c crc=83290275 size=6.57KB size_in_bytes=6726
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge46_aztec_lighting_candle_f.vmdl_c crc=F16FE259 size=6.58KB size_in_bytes=6742
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge47_aztec_lighting_candle_f.vmdl_c crc=9B00AF77 size=4.65KB size_in_bytes=4758
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge48_aztec_lighting_candle_f.vmdl_c crc=A596EC99 size=6.57KB size_in_bytes=6726
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge49_aztec_lighting_candle_f.vmdl_c crc=FAD68435 size=4.65KB size_in_bytes=4758
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge50_aztec_lighting_candle_f.vmdl_c crc=5A620614 size=4.65KB size_in_bytes=4758
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge51_aztec_lighting_candle_f.vmdl_c crc=15DA1EC9 size=4.63KB size_in_bytes=4742
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge52_aztec_lighting_candle_f.vmdl_c crc=CDE9E4E0 size=4.65KB size_in_bytes=4758
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge53_aztec_lighting_candle_f.vmdl_c crc=DE19D64D size=4.65KB size_in_bytes=4758
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge54_aztec_lighting_candle_f.vmdl_c crc=54456BF1 size=4.63KB size_in_bytes=4742
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge55_aztec_lighting_candle_f.vmdl_c crc=53268F7C size=6.57KB size_in_bytes=6726
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge56_aztec_lighting_candle_f.vmdl_c crc=487AF03A size=5.01KB size_in_bytes=5126
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge57_aztec_lighting_candle_f.vmdl_c crc=F8284314 size=5.01KB size_in_bytes=5126
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge58_aztec_lighting_candle_f.vmdl_c crc=8F1FE3B1 size=4.63KB size_in_bytes=4742
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge59_aztec_lighting_candle_f.vmdl_c crc=A7CC0C26 size=4.63KB size_in_bytes=4742
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge60_aztec_lighting_candle_f.vmdl_c crc=779452A8 size=5.02KB size_in_bytes=5142
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge61_aztec_lighting_candle_f.vmdl_c crc=B67C3FDF size=5.01KB size_in_bytes=5126
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge62_aztec_lighting_candle_f.vmdl_c crc=D4738D8B size=4.62KB size_in_bytes=4726
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge63_aztec_lighting_candle_f.vmdl_c crc=D3AF79D5 size=5.02KB size_in_bytes=5142
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge64_aztec_lighting_candle_f.vmdl_c crc=85DC17CF size=5.02KB size_in_bytes=5142
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge65_aztec_lighting_candle_f.vmdl_c crc=5B24DC36 size=5.02KB size_in_bytes=5142
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge6_hr_aztec_water_shallow.vmdl_c crc=CC54C3DA size=5.00KB size_in_bytes=5121
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge7_aztec_lighting_candle_f.vmdl_c crc=22D062B8 size=5.02KB size_in_bytes=5142
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_b_nomerge8_aztec_lighting_candle_f.vmdl_c crc=F116DC0F size=5.01KB size_in_bytes=5126
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_nomerge0_hr_aztec_water_shallow.vmdl_c crc=6769A9F6 size=4.89KB size_in_bytes=5009
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_nomerge12_hr_aztec_water_shallow.vmdl_c crc=F59FF4E4 size=4.55KB size_in_bytes=4657
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_nomerge13_hr_aztec_water_shallow.vmdl_c crc=904F019C size=5.64KB size_in_bytes=5777
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_nomerge16_hr_aztec_water_shallow.vmdl_c crc=07AC3259 size=4.95KB size_in_bytes=5073
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_nomerge17_hr_aztec_water_shallow.vmdl_c crc=15B4BE4C size=4.81KB size_in_bytes=4929
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_nomerge20_hr_aztec_water_shallow.vmdl_c crc=813C561A size=4.67KB size_in_bytes=4785
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_nomerge23_hr_aztec_water_shallow.vmdl_c crc=43F9FFBD size=4.67KB size_in_bytes=4785
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_nomerge2_hr_aztec_water_shallow.vmdl_c crc=1FB8ABC8 size=5.89KB size_in_bytes=6033
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_nomerge4_hr_aztec_water_shallow.vmdl_c crc=F4BF122B size=5.25KB size_in_bytes=5377
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_nomerge5_dust_001.vmdl_c crc=62F681DA size=4.66KB size_in_bytes=4770
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_cb_nomerge9_hr_aztec_water_shallow.vmdl_c crc=104A2DEC size=4.75KB size_in_bytes=4865
path=maps/de_ancient_night/worldnodes/n0_lr0_c0_s_mesh_overlay0.vmdl_c crc=72A34B82 size=34.61KB size_in_bytes=35437
path=maps/de_ancient_night/worldnodes/n0_lr0_c10_s_cb_bl_mesh_blocklight10_noshadow.vmdl_c crc=73CACE73 size=4.45KB size_in_bytes=4561
path=maps/de_ancient_night/worldnodes/n0_lr0_c10_s_mesh_overlay10_nsh.vmdl_c crc=82985926 size=18.69KB size_in_bytes=19137
path=maps/de_ancient_night/worldnodes/n0_lr0_c11_s_cb_bl_mesh_blocklight11_noshadow.vmdl_c crc=9173AADB size=5.17KB size_in_bytes=5297
path=maps/de_ancient_night/worldnodes/n0_lr0_c11_s_mesh_overlay11_nsh.vmdl_c crc=1597E164 size=32.41KB size_in_bytes=33185
path=maps/de_ancient_night/worldnodes/n0_lr0_c12_s_cb_bl_mesh_blocklight12_noshadow.vmdl_c crc=A47625B8 size=4.55KB size_in_bytes=4657
path=maps/de_ancient_night/worldnodes/n0_lr0_c12_s_mesh_overlay12_nsh.vmdl_c crc=E4F6F695 size=7.86KB size_in_bytes=8049
path=maps/de_ancient_night/worldnodes/n0_lr0_c13_s_mesh_overlay13_nsh.vmdl_c crc=892D27E8 size=5.17KB size_in_bytes=5297
path=maps/de_ancient_night/worldnodes/n0_lr0_c14_s_cb_bl_mesh_blocklight13_noshadow.vmdl_c crc=A507EF30 size=4.58KB size_in_bytes=4689
path=maps/de_ancient_night/worldnodes/n0_lr0_c14_s_mesh_overlay14.vmdl_c crc=23B48708 size=4.42KB size_in_bytes=4525
path=maps/de_ancient_night/worldnodes/n0_lr0_c14_s_nv_mesh_overlay24_nsh.vmdl_c crc=A0AC0D2F size=4.50KB size_in_bytes=4613
path=maps/de_ancient_night/worldnodes/n0_lr0_c15_s_mesh_overlay15.vmdl_c crc=847B82D2 size=4.43KB size_in_bytes=4541
path=maps/de_ancient_night/worldnodes/n0_lr0_c16_s_cb_bl_mesh_blocklight14_noshadow.vmdl_c crc=E658E439 size=8.30KB size_in_bytes=8497
path=maps/de_ancient_night/worldnodes/n0_lr0_c16_s_mesh_overlay16.vmdl_c crc=05341C2B size=6.36KB size_in_bytes=6509
path=maps/de_ancient_night/worldnodes/n0_lr0_c17_s_mesh_overlay17_nsh.vmdl_c crc=9B580F8D size=11.63KB size_in_bytes=11905
path=maps/de_ancient_night/worldnodes/n0_lr0_c18_s_mesh_overlay18.vmdl_c crc=D2769E32 size=4.83KB size_in_bytes=4941
path=maps/de_ancient_night/worldnodes/n0_lr0_c19_s_mesh_overlay19.vmdl_c crc=94A4DED0 size=4.70KB size_in_bytes=4813
path=maps/de_ancient_night/worldnodes/n0_lr0_c1_s_cb_bl_mesh_blocklight1_noshadow.vmdl_c crc=6FB9FEF1 size=4.36KB size_in_bytes=4461
path=maps/de_ancient_night/worldnodes/n0_lr0_c1_s_mesh_overlay1.vmdl_c crc=A8F8C925 size=10.62KB size_in_bytes=10877
path=maps/de_ancient_night/worldnodes/n0_lr0_c20_s_mesh_overlay20.vmdl_c crc=646DAFB3 size=4.53KB size_in_bytes=4637
path=maps/de_ancient_night/worldnodes/n0_lr0_c21_s_cb_bl_mesh_blocklight15_noshadow.vmdl_c crc=5E4BF1AB size=4.33KB size_in_bytes=4433
path=maps/de_ancient_night/worldnodes/n0_lr0_c21_s_mesh_overlay21_nsh.vmdl_c crc=DBCE7E26 size=6.13KB size_in_bytes=6273
path=maps/de_ancient_night/worldnodes/n0_lr0_c22_s_cb_bl_mesh_blocklight16_noshadow.vmdl_c crc=D8BB55D4 size=4.55KB size_in_bytes=4657
path=maps/de_ancient_night/worldnodes/n0_lr0_c22_s_mesh_overlay22_nsh.vmdl_c crc=62434650 size=4.44KB size_in_bytes=4545
path=maps/de_ancient_night/worldnodes/n0_lr0_c23_s_mesh_overlay23.vmdl_c crc=F1155ADE size=5.54KB size_in_bytes=5677
path=maps/de_ancient_night/worldnodes/n0_lr0_c24_s_cb_bl_mesh_blocklight17_noshadow.vmdl_c crc=2725A840 size=5.38KB size_in_bytes=5505
path=maps/de_ancient_night/worldnodes/n0_lr0_c25_s_cb_bl_mesh_blocklight18_noshadow.vmdl_c crc=85300D71 size=4.34KB size_in_bytes=4449
path=maps/de_ancient_night/worldnodes/n0_lr0_c27_s_cb_bl_mesh_blocklight19_noshadow.vmdl_c crc=6E64AFC8 size=4.34KB size_in_bytes=4449
path=maps/de_ancient_night/worldnodes/n0_lr0_c28_s_cb_bl_mesh_blocklight20_noshadow.vmdl_c crc=F1B34459 size=4.63KB size_in_bytes=4737
path=maps/de_ancient_night/worldnodes/n0_lr0_c29_s_cb_bl_mesh_blocklight21_noshadow.vmdl_c crc=B6A5C518 size=4.72KB size_in_bytes=4833
path=maps/de_ancient_night/worldnodes/n0_lr0_c2_s_cb_bl_mesh_blocklight2_noshadow.vmdl_c crc=17CF9AFC size=5.34KB size_in_bytes=5469
path=maps/de_ancient_night/worldnodes/n0_lr0_c2_s_mesh_overlay2.vmdl_c crc=2C25473A size=36.59KB size_in_bytes=37469
