path=addoninfo.txt crc=BC0663F5 size=139B size_in_bytes=139
path=maps/ar_pool_day/worldnodes/node000_lr0_c34_s_cb_mesh_overlay34.vmdl_c crc=213439E3 size=7.85KB size_in_bytes=8039
path=maps/ar_pool_day/worldnodes/node000_lr0_c35_s_cb_mesh_overlay35.vmdl_c crc=92C0514A size=7.15KB size_in_bytes=7319
path=maps/ar_pool_day/worldnodes/node000_lr0_c36_s_cb_mesh_overlay36.vmdl_c crc=0B367353 size=4.60KB size_in_bytes=4711
path=maps/ar_pool_day/worldnodes/node000_lr0_c37_s_cb_mesh_overlay37.vmdl_c crc=EC658459 size=4.69KB size_in_bytes=4807
path=maps/ar_pool_day/worldnodes/node000_lr0_c38_s_cb_mesh_overlay38.vmdl_c crc=3F2A23EE size=6.57KB size_in_bytes=6727
path=maps/ar_pool_day/worldnodes/node000_lr0_c39_s_cb_mesh_overlay39.vmdl_c crc=ED4F28D8 size=4.40KB size_in_bytes=4503
path=maps/ar_pool_day/worldnodes/node000_lr0_c3_s_cb_mesh_overlay3.vmdl_c crc=E2A51CF5 size=3.54KB size_in_bytes=3621
path=maps/ar_pool_day/worldnodes/node000_lr0_c40_s_cb_mesh_overlay40.vmdl_c crc=20055D62 size=3.82KB size_in_bytes=3911
path=maps/ar_pool_day/worldnodes/node000_lr0_c41_s_cb_mesh_overlay41.vmdl_c crc=C6347725 size=3.60KB size_in_bytes=3687
path=maps/ar_pool_day/worldnodes/node000_lr0_c42_s_cb_mesh_overlay42.vmdl_c crc=350217AD size=3.80KB size_in_bytes=3895
path=maps/ar_pool_day/worldnodes/node000_lr0_c43_s_cb_mesh_overlay43.vmdl_c crc=CF678B4D size=3.60KB size_in_bytes=3687
path=maps/ar_pool_day/worldnodes/node000_lr0_c44_s_cb_mesh_overlay44.vmdl_c crc=50C8166A size=3.55KB size_in_bytes=3639
path=maps/ar_pool_day/worldnodes/node000_lr0_c45_s_cb_mesh_overlay45.vmdl_c crc=A6E77074 size=3.65KB size_in_bytes=3735
path=maps/ar_pool_day/worldnodes/node000_lr0_c46_s_cb_mesh_overlay46.vmdl_c crc=5769DB3B size=3.63KB size_in_bytes=3719
path=maps/ar_pool_day/worldnodes/node000_lr0_c47_s_cb_mesh_overlay47.vmdl_c crc=5FA9C2E8 size=3.68KB size_in_bytes=3767
path=maps/ar_pool_day/worldnodes/node000_lr0_c48_s_cb_mesh_overlay48.vmdl_c crc=397E9B70 size=3.90KB size_in_bytes=3991
path=maps/ar_pool_day/worldnodes/node000_lr0_c49_s_cb_mesh_overlay49.vmdl_c crc=03DEE660 size=3.55KB size_in_bytes=3639
path=maps/ar_pool_day/worldnodes/node000_lr0_c4_s_cb_mesh_overlay4.vmdl_c crc=451FC94C size=3.55KB size_in_bytes=3637
path=maps/ar_pool_day/worldnodes/node000_lr0_c50_s_cb_mesh_overlay50.vmdl_c crc=22688996 size=4.15KB size_in_bytes=4247
path=maps/ar_pool_day/worldnodes/node000_lr0_c51_s_cb_mesh_overlay51.vmdl_c crc=DFB03D70 size=4.05KB size_in_bytes=4151
path=maps/ar_pool_day/worldnodes/node000_lr0_c52_s_cb_mesh_overlay52.vmdl_c crc=3EB68FA4 size=3.63KB size_in_bytes=3719
path=maps/ar_pool_day/worldnodes/node000_lr0_c53_s_cb_mesh_overlay53.vmdl_c crc=B692EB0A size=3.65KB size_in_bytes=3735
path=maps/ar_pool_day/worldnodes/node000_lr0_c54_s_cb_mesh_overlay54.vmdl_c crc=51F0FF56 size=4.07KB size_in_bytes=4167
path=maps/ar_pool_day/worldnodes/node000_lr0_c55_s_cb_mesh_overlay55.vmdl_c crc=2704A211 size=3.66KB size_in_bytes=3751
path=maps/ar_pool_day/worldnodes/node000_lr0_c56_s_cb_mesh_overlay56.vmdl_c crc=5FBA6359 size=3.54KB size_in_bytes=3623
path=maps/ar_pool_day/worldnodes/node000_lr0_c57_s_cb_mesh_overlay57.vmdl_c crc=4DEA1517 size=3.60KB size_in_bytes=3687
path=maps/ar_pool_day/worldnodes/node000_lr0_c58_s_cb_mesh_overlay58.vmdl_c crc=F7DB4FA8 size=4.12KB size_in_bytes=4215
path=maps/ar_pool_day/worldnodes/node000_lr0_c59_s_cb_mesh_overlay59.vmdl_c crc=5C87E2A7 size=3.68KB size_in_bytes=3767
path=maps/ar_pool_day/worldnodes/node000_lr0_c5_s_cb_mesh_overlay5.vmdl_c crc=1758CEE5 size=3.54KB size_in_bytes=3621
path=maps/ar_pool_day/worldnodes/node000_lr0_c60_s_cb_mesh_overlay60.vmdl_c crc=528AF14D size=3.68KB size_in_bytes=3767
path=maps/ar_pool_day/worldnodes/node000_lr0_c61_s_cb_mesh_overlay61.vmdl_c crc=3ADB47C4 size=3.63KB size_in_bytes=3719
path=maps/ar_pool_day/worldnodes/node000_lr0_c62_s_cb_mesh_overlay62.vmdl_c crc=ABC7278B size=3.54KB size_in_bytes=3623
path=maps/ar_pool_day/worldnodes/node000_lr0_c63_s_cb_mesh_overlay63.vmdl_c crc=3B7B73A5 size=3.77KB size_in_bytes=3863
path=maps/ar_pool_day/worldnodes/node000_lr0_c64_s_cb_mesh_overlay64.vmdl_c crc=0FE3D9E2 size=3.54KB size_in_bytes=3623
path=maps/ar_pool_day/worldnodes/node000_lr0_c65_s_cb_mesh_overlay65.vmdl_c crc=917F96BA size=4.46KB size_in_bytes=4567
path=maps/ar_pool_day/worldnodes/node000_lr0_c66_s_cb_mesh_overlay66.vmdl_c crc=28B668D3 size=3.98KB size_in_bytes=4071
path=maps/ar_pool_day/worldnodes/node000_lr0_c67_s_cb_mesh_overlay67.vmdl_c crc=F6B1572A size=3.62KB size_in_bytes=3703
path=maps/ar_pool_day/worldnodes/node000_lr0_c68_s_cb_mesh_overlay68.vmdl_c crc=1A7F9477 size=3.85KB size_in_bytes=3943
path=maps/ar_pool_day/worldnodes/node000_lr0_c69_s_cb_mesh_overlay69.vmdl_c crc=75776F34 size=3.63KB size_in_bytes=3719
path=maps/ar_pool_day/worldnodes/node000_lr0_c6_s_cb_mesh_overlay6.vmdl_c crc=BF63CFE8 size=3.72KB size_in_bytes=3813
path=maps/ar_pool_day/worldnodes/node000_lr0_c70_s_cb_mesh_overlay70.vmdl_c crc=77587D7C size=3.93KB size_in_bytes=4023
path=maps/ar_pool_day/worldnodes/node000_lr0_c71_s_cb_mesh_overlay71.vmdl_c crc=DCBA4531 size=3.54KB size_in_bytes=3623
path=maps/ar_pool_day/worldnodes/node000_lr0_c72_s_cb_mesh_overlay72.vmdl_c crc=C3D7B648 size=3.68KB size_in_bytes=3767
path=maps/ar_pool_day/worldnodes/node000_lr0_c73_s_cb_mesh_overlay73.vmdl_c crc=94D6818B size=3.57KB size_in_bytes=3655
path=maps/ar_pool_day/worldnodes/node000_lr0_c74_s_cb_mesh_overlay74.vmdl_c crc=678B770C size=3.68KB size_in_bytes=3767
path=maps/ar_pool_day/worldnodes/node000_lr0_c75_s_cb_mesh_overlay75.vmdl_c crc=CA899B63 size=7.33KB size_in_bytes=7511
path=maps/ar_pool_day/worldnodes/node000_lr0_c76_s_cb_mesh_overlay76.vmdl_c crc=AA8479F4 size=3.63KB size_in_bytes=3719
path=maps/ar_pool_day/worldnodes/node000_lr0_c77_s_cb_mesh_overlay77.vmdl_c crc=4064B3E0 size=7.07KB size_in_bytes=7239
path=maps/ar_pool_day/worldnodes/node000_lr0_c78_s_cb_mesh_overlay78.vmdl_c crc=4F624AE3 size=3.68KB size_in_bytes=3767
path=maps/ar_pool_day/worldnodes/node000_lr0_c79_s_cb_mesh_overlay79.vmdl_c crc=7A5FC0BE size=3.54KB size_in_bytes=3623
path=maps/ar_pool_day/worldnodes/node000_lr0_c7_s_cb_mesh_overlay7.vmdl_c crc=0B943EE6 size=3.71KB size_in_bytes=3797
path=maps/ar_pool_day/worldnodes/node000_lr0_c80_s_cb_mesh_overlay80.vmdl_c crc=E314EBF2 size=3.62KB size_in_bytes=3703
path=maps/ar_pool_day/worldnodes/node000_lr0_c81_s_cb_mesh_overlay81.vmdl_c crc=A6E75A1C size=3.65KB size_in_bytes=3735
path=maps/ar_pool_day/worldnodes/node000_lr0_c82_s_cb_mesh_overlay82.vmdl_c crc=0D35DB2C size=3.60KB size_in_bytes=3687
path=maps/ar_pool_day/worldnodes/node000_lr0_c83_s_cb_mesh_overlay83.vmdl_c crc=BDCA4918 size=3.54KB size_in_bytes=3623
path=maps/ar_pool_day/worldnodes/node000_lr0_c84_s_cb_mesh_overlay84.vmdl_c crc=4E583F03 size=3.90KB size_in_bytes=3991
path=maps/ar_pool_day/worldnodes/node000_lr0_c85_s_cb_mesh_overlay85.vmdl_c crc=0B90F97C size=3.69KB size_in_bytes=3783
path=maps/ar_pool_day/worldnodes/node000_lr0_c86_s_cb_mesh_overlay86.vmdl_c crc=288C9F65 size=3.74KB size_in_bytes=3831
path=maps/ar_pool_day/worldnodes/node000_lr0_c87_s_cb_mesh_overlay87.vmdl_c crc=C9A6934E size=3.82KB size_in_bytes=3911
path=maps/ar_pool_day/worldnodes/node000_lr0_c88_s_cb_mesh_overlay88.vmdl_c crc=C80B0669 size=3.57KB size_in_bytes=3655
path=maps/ar_pool_day/worldnodes/node000_lr0_c89_s_cb_mesh_overlay89.vmdl_c crc=788C9559 size=3.68KB size_in_bytes=3767
path=maps/ar_pool_day/worldnodes/node000_lr0_c8_s_cb_mesh_overlay8.vmdl_c crc=76A35F85 size=5.30KB size_in_bytes=5429
path=maps/ar_pool_day/worldnodes/node000_lr0_c90_s_cb_mesh_overlay90.vmdl_c crc=ED92A290 size=3.55KB size_in_bytes=3639
path=maps/ar_pool_day/worldnodes/node000_lr0_c91_s_cb_mesh_overlay91.vmdl_c crc=1B2F4F3E size=3.58KB size_in_bytes=3671
path=maps/ar_pool_day/worldnodes/node000_lr0_c92_s_cb_mesh_overlay92.vmdl_c crc=2E2C3178 size=5.66KB size_in_bytes=5799
path=maps/ar_pool_day/worldnodes/node000_lr0_c93_s_cb_mesh_overlay93.vmdl_c crc=3002CC0C size=3.62KB size_in_bytes=3703
path=maps/ar_pool_day/worldnodes/node000_lr0_c94_s_cb_mesh_overlay94.vmdl_c crc=59E18BDA size=3.66KB size_in_bytes=3751
path=maps/ar_pool_day/worldnodes/node000_lr0_c95_s_cb_mesh_overlay95.vmdl_c crc=EAA229B8 size=3.71KB size_in_bytes=3799
path=maps/ar_pool_day/worldnodes/node000_lr0_c96_s_cb_mesh_overlay96.vmdl_c crc=B2863EAB size=3.60KB size_in_bytes=3687
path=maps/ar_pool_day/worldnodes/node000_lr0_c97_s_cb_mesh_overlay97.vmdl_c crc=C9119A3F size=3.79KB size_in_bytes=3879
path=maps/ar_pool_day/worldnodes/node000_lr0_c98_s_cb_mesh_overlay98.vmdl_c crc=37FB8E24 size=3.66KB size_in_bytes=3751
path=maps/ar_pool_day/worldnodes/node000_lr0_c99_s_cb_mesh_overlay99.vmdl_c crc=E5CCBC6D size=3.74KB size_in_bytes=3831
path=maps/ar_pool_day/worldnodes/node000_lr0_c9_s_cb_mesh_overlay9.vmdl_c crc=3A4201F9 size=3.72KB size_in_bytes=3813
path=maps/ar_pool_day/worldnodes/node000_model_lr0_agg0_4_swat_van_generic_tint_1.vmdl_c crc=506F19F3 size=2.51MB size_in_bytes=2628963
path=maps/ar_pool_day/worldnodes/node000_prop0_lr0_agg127_14_ibeam_plates_clean_color.vmdl_c crc=CF3C7CB4 size=4.32KB size_in_bytes=4425
path=maps/ar_pool_day/worldnodes/node000_prop10_lr0_agg137_1_nuke_fire_extinguisher_color.vmdl_c crc=41C12C37 size=41.39KB size_in_bytes=42381
path=maps/ar_pool_day/worldnodes/node000_prop11_lr0_agg138_5_palm_bark_01.vmdl_c crc=C6996DB2 size=85.53KB size_in_bytes=87581
path=maps/ar_pool_day/worldnodes/node000_prop12_lr0_agg139_6_nuke_tires_color.vmdl_c crc=5F5E79B3 size=83.61KB size_in_bytes=85617
path=maps/ar_pool_day/worldnodes/node000_prop13_lr0_agg140_16_bench001.vmdl_c crc=FE66FF1F size=12.45KB size_in_bytes=12746
path=maps/ar_pool_day/worldnodes/node000_prop14_lr0_agg141_107_constructionsite_stairs.vmdl_c crc=B38F46A5 size=101.48KB size_in_bytes=103913
path=maps/ar_pool_day/worldnodes/node000_prop15_lr0_agg142_1_meshgrill.vmdl_c crc=5024CD87 size=3.71KB size_in_bytes=3801
path=maps/ar_pool_day/worldnodes/node000_prop16_lr0_agg143_6_hr_glass_001_opaque.vmdl_c crc=E656B171 size=7.00KB size_in_bytes=7172
path=maps/ar_pool_day/worldnodes/node000_prop17_lr0_agg144_6_nuke_cars_color.vmdl_c crc=B7364268 size=258.55KB size_in_bytes=264752
path=maps/ar_pool_day/worldnodes/node000_prop18_lr0_agg145_11_recessed_lighting_fixture_round_on_color.vmdl_c crc=CD15D97C size=12.20KB size_in_bytes=12490
path=maps/ar_pool_day/worldnodes/node000_prop19_lr0_agg146_1_hvac_fanunit.vmdl_c crc=B175051C size=15.45KB size_in_bytes=15821
path=maps/ar_pool_day/worldnodes/node000_prop1_lr0_agg128_1_electric_cables01.vmdl_c crc=CFDFE193 size=18.56KB size_in_bytes=19008
path=maps/ar_pool_day/worldnodes/node000_prop20_lr0_agg147_4_palm_plant_1.vmdl_c crc=CDBF1FE5 size=41.56KB size_in_bytes=42557
path=maps/ar_pool_day/worldnodes/node000_prop21_lr0_agg148_1_signs_001.vmdl_c crc=24D36D51 size=4.62KB size_in_bytes=4730
path=maps/ar_pool_day/worldnodes/node000_prop22_lr0_agg149_8_painted_metal_trim_blend_2.vmdl_c crc=ADC76887 size=8.20KB size_in_bytes=8395
path=maps/ar_pool_day/worldnodes/node000_prop23_lr0_agg150_12_metalwall031a.vmdl_c crc=A1B0CAA9 size=37.45KB size_in_bytes=38351
path=maps/ar_pool_day/worldnodes/node000_prop24_lr0_agg151_3_trashclusters01.vmdl_c crc=67F1C6BA size=110.17KB size_in_bytes=112816
path=maps/ar_pool_day/worldnodes/node000_prop25_lr0_agg152_11_scaffoldinggrate.vmdl_c crc=9BB5E3D6 size=3.81KB size_in_bytes=3906
path=maps/ar_pool_day/worldnodes/node000_prop26_lr0_agg153_6_toiletpaperdispenser_residential.vmdl_c crc=EF9C1F64 size=9.66KB size_in_bytes=9889
path=maps/ar_pool_day/worldnodes/node000_prop27_lr0_agg154_8_plastic_painted_trim_blend_1.vmdl_c crc=5EAB11F7 size=24.98KB size_in_bytes=25581
path=maps/ar_pool_day/worldnodes/node000_prop28_lr0_agg155_5_palm_frond_01.vmdl_c crc=23CBCEA6 size=182.17KB size_in_bytes=186542
path=maps/ar_pool_day/worldnodes/node000_prop29_lr0_agg156_36_survival_spot_color.vmdl_c crc=03643AB9 size=49.21KB size_in_bytes=50389
path=maps/ar_pool_day/worldnodes/node000_prop2_lr0_agg129_2_security_barrier_base_color.vmdl_c crc=3759417F size=22.92KB size_in_bytes=23467
path=maps/ar_pool_day/worldnodes/node000_prop30_lr0_agg157_4_italy_dumpster_1_4.vmdl_c crc=D4F4E2F0 size=103.91KB size_in_bytes=106403
path=maps/ar_pool_day/worldnodes/node000_prop31_lr0_agg158_42_lounge_chair.vmdl_c crc=5770CC60 size=155.31KB size_in_bytes=159038
path=maps/ar_pool_day/worldnodes/node000_prop32_lr0_agg159_6_palm_frond.vmdl_c crc=515A9796 size=101.42KB size_in_bytes=103851
path=maps/ar_pool_day/worldnodes/node000_prop33_lr0_agg160_56_curbs_001.vmdl_c crc=D3BEE874 size=36.04KB size_in_bytes=36907
path=maps/ar_pool_day/worldnodes/node000_prop34_lr0_agg161_8_generic_light_off.vmdl_c crc=F59683C1 size=7.75KB size_in_bytes=7938
path=maps/ar_pool_day/worldnodes/node000_prop35_lr0_agg162_24_nuke_locker_bench_color.vmdl_c crc=C09F2BFB size=12.45KB size_in_bytes=12745
path=maps/ar_pool_day/worldnodes/node000_prop36_lr0_agg163_8_hosta_plant_1.vmdl_c crc=028F67EB size=24.36KB size_in_bytes=24942
path=maps/ar_pool_day/worldnodes/node000_prop37_lr0_agg164_2_acunit01.vmdl_c crc=524C3DBA size=21.82KB size_in_bytes=22345
path=maps/ar_pool_day/worldnodes/node000_prop38_lr0_agg165_525_metal_basic_1.vmdl_c crc=1AB9E079 size=1004.02KB size_in_bytes=1028112
path=maps/ar_pool_day/worldnodes/node000_prop39_lr0_agg166_9_ibeams_clean_color.vmdl_c crc=0353C7F6 size=11.91KB size_in_bytes=12195
path=maps/ar_pool_day/worldnodes/node000_prop3_lr0_agg130_35_scaffolding.vmdl_c crc=A349D966 size=8.82KB size_in_bytes=9036
path=maps/ar_pool_day/worldnodes/node000_prop40_lr0_agg167_9_ac_street_bigbracket.vmdl_c crc=2E884972 size=10.38KB size_in_bytes=10629
path=maps/ar_pool_day/worldnodes/node000_prop41_lr0_agg168_28_light_wall.vmdl_c crc=26EB8971 size=5.51KB size_in_bytes=5644
path=maps/ar_pool_day/worldnodes/node000_prop42_lr0_agg169_1_dust_300d_color.vmdl_c crc=0B08E093 size=146.98KB size_in_bytes=150512
path=maps/ar_pool_day/worldnodes/node000_prop43_lr0_agg170_48_wires_001.vmdl_c crc=2DEB1E0B size=4.32KB size_in_bytes=4427
path=maps/ar_pool_day/worldnodes/node000_prop44_lr0_agg171_1_mall_trees_branches01.vmdl_c crc=70762970 size=38.71KB size_in_bytes=39638
path=maps/ar_pool_day/worldnodes/node000_prop45_lr0_agg172_19_taro_leaf_plant_1.vmdl_c crc=9CEF19D9 size=70.53KB size_in_bytes=72227
path=maps/ar_pool_day/worldnodes/node000_prop46_lr0_agg173_6_urban_palm_trunkdust_animated.vmdl_c crc=A3EBAA7A size=23.81KB size_in_bytes=24379
path=maps/ar_pool_day/worldnodes/node000_prop47_lr0_agg174_6_urban_trees_branches03_medium_animated.vmdl_c crc=DB4D09E4 size=26.52KB size_in_bytes=27156
path=maps/ar_pool_day/worldnodes/node000_prop48_lr0_agg175_4_palm_bark.vmdl_c crc=C0521E3E size=40.28KB size_in_bytes=41242
path=maps/ar_pool_day/worldnodes/node000_prop49_lr0_agg176_54_metal_pipe_001.vmdl_c crc=B1ADD6AB size=231.69KB size_in_bytes=237248
path=maps/ar_pool_day/worldnodes/node000_prop4_lr0_agg131_1_acunit1.vmdl_c crc=67549EB8 size=19.46KB size_in_bytes=19927
path=maps/ar_pool_day/worldnodes/node000_prop5_lr0_agg132_4_security_barrier_end_color.vmdl_c crc=D8FECFFC size=15.42KB size_in_bytes=15786
path=maps/ar_pool_day/worldnodes/node000_prop6_lr0_agg133_18_metal_door_001.vmdl_c crc=0D48E657 size=60.30KB size_in_bytes=61743
path=maps/ar_pool_day/worldnodes/node000_prop7_lr0_agg134_8_bare_metal_trim_blend_2.vmdl_c crc=D3933ED1 size=33.15KB size_in_bytes=33943
path=maps/ar_pool_day/worldnodes/node000_prop8_lr0_agg135_60_metal_railing_001b.vmdl_c crc=76894D91 size=55.41KB size_in_bytes=56739
path=maps/ar_pool_day/worldnodes/node000_prop9_lr0_agg136_3_garbage_can002.vmdl_c crc=F5BD69ED size=11.58KB size_in_bytes=11854
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg100_143_tile02_red.vmdl_c crc=FE9065CC size=48.38KB size_in_bytes=49546
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg101_175_tile02_white.vmdl_c crc=3DF92F94 size=436.71KB size_in_bytes=447196
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg102_25_tile04.vmdl_c crc=98B938B3 size=58.19KB size_in_bytes=59589
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg103_2_tile04_white.vmdl_c crc=16E1B7EC size=5.99KB size_in_bytes=6138
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg104_168_metal_trim_clean_01.vmdl_c crc=6A03C001 size=108.30KB size_in_bytes=110899
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg105_89_woodsiding_ext_05.vmdl_c crc=EF58B520 size=89.02KB size_in_bytes=91152
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg106_4_tspawn_trim_concrete01a.vmdl_c crc=93F2DA4F size=87.47KB size_in_bytes=89573
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg107_1_cargo_big_bag_01_tintable.vmdl_c crc=22071678 size=34.91KB size_in_bytes=35750
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg108_3_garbage_metal_01a.vmdl_c crc=2A001903 size=39.12KB size_in_bytes=40063
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg109_2_garbage_bin_02.vmdl_c crc=EA09624F size=109.95KB size_in_bytes=112588
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg10_32_concrete_trim_weathered_dirt_blend_01.vmdl_c crc=D643E44B size=12.52KB size_in_bytes=12818
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg110_3_gate_metal_folding_01.vmdl_c crc=EBEB4AAA size=57.86KB size_in_bytes=59251
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg111_2_terrace_chair_02.vmdl_c crc=96E7FECC size=81.90KB size_in_bytes=83870
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg112_1_car_tire.vmdl_c crc=75981DE8 size=14.66KB size_in_bytes=15014
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg113_16_metal_trim_painted_blend_01.vmdl_c crc=B712C800 size=117.62KB size_in_bytes=120442
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg114_3_inferno_trim_wood01_painted_blend_02.vmdl_c crc=107E136A size=47.63KB size_in_bytes=48770
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg115_8_metal_basic_1.vmdl_c crc=74F3D2C2 size=294.60KB size_in_bytes=301675
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg116_1_chainlink_fence_001.vmdl_c crc=D179722A size=37.19KB size_in_bytes=38080
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg117_2_curbs_001.vmdl_c crc=426DD61B size=15.43KB size_in_bytes=15799
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg118_1_metal_railing_001b.vmdl_c crc=C6FAD825 size=28.25KB size_in_bytes=28928
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg119_1_constructionsite_stairs.vmdl_c crc=36CCEA92 size=29.68KB size_in_bytes=30388
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg11_13_metal_trim_painted_blend_01.vmdl_c crc=53A538CD size=208.93KB size_in_bytes=213945
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg120_1_constructionsite_stairs.vmdl_c crc=6A76D0D3 size=29.86KB size_in_bytes=30580
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg121_11_ibeams_clean_color.vmdl_c crc=D7DEFB4E size=237.55KB size_in_bytes=243249
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg122_2_scaffolding.vmdl_c crc=512AB604 size=19.56KB size_in_bytes=20025
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg123_4_scaffoldinggrate.vmdl_c crc=DFBA4C5D size=4.78KB size_in_bytes=4894
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg124_2_vertigo_plastic_pipes_color.vmdl_c crc=D4770B3A size=20.85KB size_in_bytes=21353
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg125_3_towel_rack.vmdl_c crc=76B73887 size=33.84KB size_in_bytes=34648
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg126_9_default_white_plastic001.vmdl_c crc=EA464F28 size=617.11KB size_in_bytes=631923
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg12_31_hr_aztec_blend_groundmud03-groundgrass_01.vmdl_c crc=D5E27A2B size=32.13KB size_in_bytes=32901
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg13_23_inferno_concrete_trim_weathered_dirt_blend_01.vmdl_c crc=D0A96C05 size=9.35KB size_in_bytes=9578
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg14_44_metal_basic_1.vmdl_c crc=A260742D size=361.50KB size_in_bytes=370171
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg15_1_concrete_12_blend_3.vmdl_c crc=674D8FAF size=16.05KB size_in_bytes=16432
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg16_2_overpass_bin.vmdl_c crc=AD05C9DD size=37.99KB size_in_bytes=38905
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg17_1_overpass_cardboard_box_01.vmdl_c crc=DB72AB71 size=18.94KB size_in_bytes=19398
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg18_2_overpass_water_dispenser.vmdl_c crc=52B0FE9C size=89.14KB size_in_bytes=91284
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg19_3_overpass_water_dispenser.vmdl_c crc=3F403903 size=25.11KB size_in_bytes=25716
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg1_23_hr_asphalt_001_cheap.vmdl_c crc=66541995 size=43.41KB size_in_bytes=44449
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg20_36_painted_wood_trim_1.vmdl_c crc=9C8EA5AA size=29.94KB size_in_bytes=30657
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg21_6_train_glasswindow_01.vmdl_c crc=3A1F61F8 size=4.74KB size_in_bytes=4849
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg22_5_reflectivity_30.vmdl_c crc=3D5AC01F size=4.90KB size_in_bytes=5018
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg23_13_carrelage1_bleu_old.vmdl_c crc=51220A22 size=6.81KB size_in_bytes=6977
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg24_5_carrelage1_rouge_old.vmdl_c crc=50640FDE size=5.34KB size_in_bytes=5473
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg25_23_carrelage2_blanc_old.vmdl_c crc=408E0FA1 size=8.39KB size_in_bytes=8594
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg26_10_carrelage2_bleu_old.vmdl_c crc=DA52C712 size=5.75KB size_in_bytes=5889
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg27_10_carrelage2_rouge_old.vmdl_c crc=8B6496A8 size=5.69KB size_in_bytes=5826
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg28_4_casier_porte_old.vmdl_c crc=2A00F49B size=4.48KB size_in_bytes=4589
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg29_2_chaise_longue_old.vmdl_c crc=FDC796AE size=6.01KB size_in_bytes=6158
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg2_2_blend_blacktopsand_01.vmdl_c crc=9B91AB12 size=4.08KB size_in_bytes=4177
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg30_2_douche_old.vmdl_c crc=D5A71CA3 size=4.21KB size_in_bytes=4311
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg31_4_metal_old.vmdl_c crc=80ACCB7B size=6.46KB size_in_bytes=6614
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg32_22_mur1_bleu_old.vmdl_c crc=1794FEF1 size=8.82KB size_in_bytes=9035
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg33_25_mur1_rouge_old.vmdl_c crc=1E55B09C size=9.15KB size_in_bytes=9372
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg34_24_mur2_blanc_old.vmdl_c crc=2CE7FD52 size=8.65KB size_in_bytes=8860
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg35_46_sol_old.vmdl_c crc=091B112D size=35.41KB size_in_bytes=36261
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg36_4_vitre_old_opaque.vmdl_c crc=7665C6D4 size=4.40KB size_in_bytes=4509
