path=maps/de_eldorado.nav crc=4CF3796E size=236.55KB size_in_bytes=242231
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge15_eldorado_cobwebs_02a.vmdl_c crc=72A4C08A size=4.55KB size_in_bytes=4661
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge160_eldorado_cobwebs_02a.vmdl_c crc=A9B48E44 size=4.90KB size_in_bytes=5017
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge161_eldorado_cobwebs_02a.vmdl_c crc=3C5EED24 size=4.63KB size_in_bytes=4745
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge162_eldorado_cobwebs_02a.vmdl_c crc=6DB230BB size=4.79KB size_in_bytes=4905
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge163_eldorado_cobwebs_02a.vmdl_c crc=1879A083 size=4.90KB size_in_bytes=5017
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge164_eldorado_cobwebs_02a.vmdl_c crc=9E014861 size=4.79KB size_in_bytes=4905
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge165_eldorado_cobwebs_02a.vmdl_c crc=159D5527 size=4.59KB size_in_bytes=4697
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge168_eldorado_cobwebs_02a.vmdl_c crc=453B84B0 size=4.59KB size_in_bytes=4697
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge169_eldorado_cobwebs_02a.vmdl_c crc=8439DFBD size=4.74KB size_in_bytes=4857
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge16_eldorado_cobwebs_02a.vmdl_c crc=0C90DAAC size=4.80KB size_in_bytes=4917
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge17_eldorado_cobwebs_02a.vmdl_c crc=6DA09417 size=4.74KB size_in_bytes=4853
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge18_eldorado_cobwebs_02a.vmdl_c crc=68CE5867 size=4.75KB size_in_bytes=4869
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge19_eldorado_cobwebs_02a.vmdl_c crc=00D06352 size=4.63KB size_in_bytes=4741
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge1_anubis_water_coast.vmdl_c crc=47DFE56D size=4.51KB size_in_bytes=4617
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge20_eldorado_cobwebs_02a.vmdl_c crc=A4E59573 size=4.72KB size_in_bytes=4837
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge21_eldorado_cobwebs_02a.vmdl_c crc=968AE03F size=4.77KB size_in_bytes=4885
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge22_eldorado_cobwebs_02a.vmdl_c crc=7DA10D0B size=4.86KB size_in_bytes=4981
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge23_eldorado_cobwebs_02a.vmdl_c crc=64C2BA7D size=4.80KB size_in_bytes=4917
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge24_eldorado_cobwebs_02a.vmdl_c crc=D0B5A0E1 size=4.58KB size_in_bytes=4693
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge25_eldorado_cobwebs_02a.vmdl_c crc=8EFAAFD5 size=4.85KB size_in_bytes=4965
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge26_eldorado_cobwebs_02a.vmdl_c crc=C813255F size=4.86KB size_in_bytes=4981
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge27_eldorado_cobwebs_02a.vmdl_c crc=A83D4D27 size=4.86KB size_in_bytes=4981
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge28_eldorado_cobwebs_02a.vmdl_c crc=44DE028B size=4.82KB size_in_bytes=4933
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge29_eldorado_cobwebs_02a.vmdl_c crc=223813F9 size=4.86KB size_in_bytes=4981
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge30_eldorado_cobwebs_02a.vmdl_c crc=7FF37FE6 size=4.55KB size_in_bytes=4661
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge31_eldorado_cobwebs_02a.vmdl_c crc=EF0AC379 size=4.85KB size_in_bytes=4965
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge32_eldorado_cobwebs_02a.vmdl_c crc=9DD943DC size=4.66KB size_in_bytes=4773
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge33_eldorado_cobwebs_02a.vmdl_c crc=C4E042D7 size=4.50KB size_in_bytes=4613
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge34_eldorado_cobwebs_02a.vmdl_c crc=D29C0072 size=4.90KB size_in_bytes=5013
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge35_eldorado_cobwebs_02a.vmdl_c crc=C376E906 size=4.86KB size_in_bytes=4981
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge36_eldorado_cobwebs_02a.vmdl_c crc=5727E0AE size=4.65KB size_in_bytes=4757
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge37_eldorado_cobwebs_02a.vmdl_c crc=0FF8EEE1 size=4.79KB size_in_bytes=4901
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge38_eldorado_cobwebs_02a.vmdl_c crc=A4B5231D size=4.66KB size_in_bytes=4773
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge39_eldorado_cobwebs_02a.vmdl_c crc=75024B59 size=4.60KB size_in_bytes=4709
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge40_anubis_water_coast.vmdl_c crc=661DDB19 size=4.51KB size_in_bytes=4617
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge47_eldorado_cobwebs_02a.vmdl_c crc=C687724E size=4.86KB size_in_bytes=4981
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge48_eldorado_cobwebs_02a.vmdl_c crc=FEA41BAB size=4.72KB size_in_bytes=4837
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge49_eldorado_cobwebs_02a.vmdl_c crc=0D0B6997 size=4.82KB size_in_bytes=4933
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge50_eldorado_cobwebs_02a.vmdl_c crc=08D45A6D size=4.85KB size_in_bytes=4965
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge51_eldorado_cobwebs_02a.vmdl_c crc=ABFB7FFF size=4.86KB size_in_bytes=4981
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge52_eldorado_cobwebs_02a.vmdl_c crc=06D81422 size=4.57KB size_in_bytes=4677
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge53_eldorado_cobwebs_02a.vmdl_c crc=7BD79977 size=4.85KB size_in_bytes=4965
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge54_eldorado_cobwebs_02a.vmdl_c crc=4DFB6469 size=4.60KB size_in_bytes=4709
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge55_eldorado_cobwebs_02a.vmdl_c crc=C16BE113 size=4.77KB size_in_bytes=4885
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge56_eldorado_cobwebs_02a.vmdl_c crc=BE5CC75B size=4.60KB size_in_bytes=4709
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge63_anubis_water_coast.vmdl_c crc=9D931D9B size=4.51KB size_in_bytes=4617
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge64_eldorado_cobwebs_01a.vmdl_c crc=B370F3AA size=4.66KB size_in_bytes=4773
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge65_eldorado_cobwebs_02a.vmdl_c crc=400F73FE size=4.83KB size_in_bytes=4949
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge66_eldorado_cobwebs_02a.vmdl_c crc=127FE7C6 size=4.90KB size_in_bytes=5013
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge68_eldorado_cobwebs_01a.vmdl_c crc=8A719BF3 size=4.58KB size_in_bytes=4693
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge69_eldorado_cobwebs_02a.vmdl_c crc=58EE178F size=4.43KB size_in_bytes=4533
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge71_anubis_water_coast.vmdl_c crc=A90FF683 size=4.51KB size_in_bytes=4617
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge77_eldorado_cobwebs_02a.vmdl_c crc=F8A5608C size=4.88KB size_in_bytes=4997
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge78_eldorado_cobwebs_02a.vmdl_c crc=6483F5B8 size=4.65KB size_in_bytes=4757
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge80_eldorado_cobwebs_02a.vmdl_c crc=6F506C88 size=4.88KB size_in_bytes=4997
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge82_eldorado_cobwebs_02a.vmdl_c crc=C7BFA249 size=4.86KB size_in_bytes=4981
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge83_eldorado_cobwebs_02a.vmdl_c crc=A660B97B size=4.86KB size_in_bytes=4981
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge84_eldorado_cobwebs_02a.vmdl_c crc=C7B72FCC size=4.90KB size_in_bytes=5013
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge85_eldorado_cobwebs_02a.vmdl_c crc=586E750C size=4.86KB size_in_bytes=4981
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge86_eldorado_cobwebs_02a.vmdl_c crc=2C698569 size=4.86KB size_in_bytes=4981
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge87_eldorado_cobwebs_02a.vmdl_c crc=A5C8587F size=4.83KB size_in_bytes=4949
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge88_eldorado_cobwebs_02a.vmdl_c crc=D8359A54 size=4.86KB size_in_bytes=4981
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge89_eldorado_cobwebs_02a.vmdl_c crc=A18F4846 size=4.88KB size_in_bytes=4997
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge90_eldorado_cobwebs_02a.vmdl_c crc=8CA3AD4D size=4.86KB size_in_bytes=4981
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge91_eldorado_cobwebs_02a.vmdl_c crc=325C59EC size=4.85KB size_in_bytes=4965
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge92_eldorado_cobwebs_02a.vmdl_c crc=52F83D5E size=4.83KB size_in_bytes=4949
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge94_eldorado_cobwebs_02a.vmdl_c crc=EF8A55C9 size=4.86KB size_in_bytes=4981
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge95_eldorado_cobwebs_02a.vmdl_c crc=E93A869B size=4.86KB size_in_bytes=4981
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge96_eldorado_cobwebs_02a.vmdl_c crc=DDDB9EA9 size=4.85KB size_in_bytes=4965
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge97_eldorado_cobwebs_02a.vmdl_c crc=A1B8E276 size=4.86KB size_in_bytes=4981
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge98_eldorado_cobwebs_02a.vmdl_c crc=4B8DF3A9 size=4.88KB size_in_bytes=4997
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_cb_nomerge99_eldorado_cobwebs_02a.vmdl_c crc=45BF2426 size=5.47KB size_in_bytes=5605
path=maps/de_eldorado/worldnodes/n0_lr0_c0_s_mesh_overlay0.vmdl_c crc=159291E4 size=6.83KB size_in_bytes=6997
path=maps/de_eldorado/worldnodes/n0_lr0_c10_s_mesh_overlay10.vmdl_c crc=9911D9D9 size=7.67KB size_in_bytes=7849
path=maps/de_eldorado/worldnodes/n0_lr0_c11_s_mesh_overlay11.vmdl_c crc=BF4BC28B size=7.59KB size_in_bytes=7769
path=maps/de_eldorado/worldnodes/n0_lr0_c11_s_nv_mesh_overlay62.vmdl_c crc=DB39A709 size=5.84KB size_in_bytes=5981
path=maps/de_eldorado/worldnodes/n0_lr0_c12_s_cb_bl_mesh_blocklight4_shadow.vmdl_c crc=96F1696C size=4.54KB size_in_bytes=4649
path=maps/de_eldorado/worldnodes/n0_lr0_c12_s_mesh_overlay12.vmdl_c crc=F3122FD1 size=6.60KB size_in_bytes=6761
path=maps/de_eldorado/worldnodes/n0_lr0_c13_s_cb_bl_mesh_blocklight5_shadow.vmdl_c crc=070259A5 size=4.82KB size_in_bytes=4937
path=maps/de_eldorado/worldnodes/n0_lr0_c13_s_mesh_overlay13.vmdl_c crc=D1B1F51F size=11.06KB size_in_bytes=11321
path=maps/de_eldorado/worldnodes/n0_lr0_c13_s_nv_mesh_overlay63.vmdl_c crc=74A7056C size=5.40KB size_in_bytes=5533
path=maps/de_eldorado/worldnodes/n0_lr0_c14_s_cb_bl_mesh_blocklight6_shadow.vmdl_c crc=2A07694C size=4.54KB size_in_bytes=4649
path=maps/de_eldorado/worldnodes/n0_lr0_c14_s_mesh_overlay14.vmdl_c crc=B9DF4E5C size=8.51KB size_in_bytes=8713
path=maps/de_eldorado/worldnodes/n0_lr0_c15_s_cb_bl_mesh_blocklight7_shadow.vmdl_c crc=4FB5A0D0 size=4.71KB size_in_bytes=4825
path=maps/de_eldorado/worldnodes/n0_lr0_c15_s_mesh_overlay15.vmdl_c crc=9783B866 size=9.65KB size_in_bytes=9881
path=maps/de_eldorado/worldnodes/n0_lr0_c16_s_cb_bl_mesh_blocklight8_shadow.vmdl_c crc=6A0E2B59 size=5.37KB size_in_bytes=5497
path=maps/de_eldorado/worldnodes/n0_lr0_c16_s_mesh_overlay16.vmdl_c crc=C53CFDC2 size=5.31KB size_in_bytes=5433
path=maps/de_eldorado/worldnodes/n0_lr0_c16_s_nv_mesh_overlay64.vmdl_c crc=ABB6F688 size=4.68KB size_in_bytes=4797
path=maps/de_eldorado/worldnodes/n0_lr0_c17_s_cb_bl_mesh_blocklight9_shadow.vmdl_c crc=8EAD2E60 size=5.24KB size_in_bytes=5369
path=maps/de_eldorado/worldnodes/n0_lr0_c17_s_mesh_overlay17.vmdl_c crc=D2994142 size=5.24KB size_in_bytes=5369
path=maps/de_eldorado/worldnodes/n0_lr0_c18_s_mesh_overlay18.vmdl_c crc=C9758104 size=5.04KB size_in_bytes=5161
path=maps/de_eldorado/worldnodes/n0_lr0_c19_s_mesh_overlay19.vmdl_c crc=80B637B2 size=5.35KB size_in_bytes=5481
path=maps/de_eldorado/worldnodes/n0_lr0_c1_s_mesh_overlay1.vmdl_c crc=5659D2AC size=8.58KB size_in_bytes=8789
path=maps/de_eldorado/worldnodes/n0_lr0_c20_s_mesh_overlay20.vmdl_c crc=0FC07D1A size=4.71KB size_in_bytes=4825
path=maps/de_eldorado/worldnodes/n0_lr0_c21_s_mesh_overlay21.vmdl_c crc=E50D3AFB size=4.60KB size_in_bytes=4713
path=maps/de_eldorado/worldnodes/n0_lr0_c22_s_mesh_overlay22.vmdl_c crc=1A85AF62 size=184.40KB size_in_bytes=188825
path=maps/de_eldorado/worldnodes/n0_lr0_c23_s_mesh_overlay23.vmdl_c crc=3C5D0488 size=39.70KB size_in_bytes=40649
path=maps/de_eldorado/worldnodes/n0_lr0_c24_s_mesh_overlay24.vmdl_c crc=0C66F9A5 size=4.76KB size_in_bytes=4873
path=maps/de_eldorado/worldnodes/n0_lr0_c25_s_cb_bl_mesh_blocklight10_shadow.vmdl_c crc=571D1A3F size=4.62KB size_in_bytes=4729
path=maps/de_eldorado/worldnodes/n0_lr0_c25_s_mesh_overlay25.vmdl_c crc=AE89DBEF size=4.74KB size_in_bytes=4857
path=maps/de_eldorado/worldnodes/n0_lr0_c26_s_cb_bl_mesh_blocklight11_shadow.vmdl_c crc=2E598326 size=5.93KB size_in_bytes=6073
path=maps/de_eldorado/worldnodes/n0_lr0_c26_s_mesh_overlay26_nsh.vmdl_c crc=9E2225F6 size=5.17KB size_in_bytes=5293
path=maps/de_eldorado/worldnodes/n0_lr0_c27_s_cb_bl_mesh_blocklight12_shadow.vmdl_c crc=4E720DCB size=4.76KB size_in_bytes=4873
path=maps/de_eldorado/worldnodes/n0_lr0_c27_s_mesh_overlay27_nsh.vmdl_c crc=3C2F95FA size=4.93KB size_in_bytes=5053
path=maps/de_eldorado/worldnodes/n0_lr0_c28_s_mesh_overlay28_nsh.vmdl_c crc=9AF5CFDF size=5.11KB size_in_bytes=5229
path=maps/de_eldorado/worldnodes/n0_lr0_c29_s_mesh_overlay29_nsh.vmdl_c crc=4102A300 size=4.89KB size_in_bytes=5005
path=maps/de_eldorado/worldnodes/n0_lr0_c2_s_mesh_overlay2.vmdl_c crc=B8C685C9 size=12.33KB size_in_bytes=12629
path=maps/de_eldorado/worldnodes/n0_lr0_c30_s_cb_bl_mesh_blocklight13_shadow.vmdl_c crc=BCAFCA82 size=4.99KB size_in_bytes=5113
path=maps/de_eldorado/worldnodes/n0_lr0_c30_s_mesh_overlay30.vmdl_c crc=0C7A2CC9 size=15.71KB size_in_bytes=16089
path=maps/de_eldorado/worldnodes/n0_lr0_c31_s_cb_bl_mesh_blocklight14_shadow.vmdl_c crc=0110D803 size=6.13KB size_in_bytes=6281
path=maps/de_eldorado/worldnodes/n0_lr0_c31_s_mesh_overlay31.vmdl_c crc=286EA43A size=7.01KB size_in_bytes=7177
path=maps/de_eldorado/worldnodes/n0_lr0_c31_s_nv_mesh_overlay65.vmdl_c crc=7F976C27 size=4.53KB size_in_bytes=4637
path=maps/de_eldorado/worldnodes/n0_lr0_c31_s_nv_mesh_overlay65_nsh.vmdl_c crc=5F898FF5 size=4.66KB size_in_bytes=4769
path=maps/de_eldorado/worldnodes/n0_lr0_c32_s_cb_bl_mesh_blocklight15_shadow.vmdl_c crc=889DA639 size=6.51KB size_in_bytes=6665
path=maps/de_eldorado/worldnodes/n0_lr0_c32_s_mesh_overlay32.vmdl_c crc=5AA5EF50 size=7.38KB size_in_bytes=7561
path=maps/de_eldorado/worldnodes/n0_lr0_c32_s_nv_mesh_overlay66.vmdl_c crc=3AD6A3CD size=47.20KB size_in_bytes=48333
path=maps/de_eldorado/worldnodes/n0_lr0_c33_s_cb_bl_mesh_blocklight16_shadow.vmdl_c crc=97713A72 size=6.10KB size_in_bytes=6249
path=maps/de_eldorado/worldnodes/n0_lr0_c33_s_mesh_overlay33.vmdl_c crc=6A7C7C08 size=7.63KB size_in_bytes=7817
path=maps/de_eldorado/worldnodes/n0_lr0_c33_s_nv_mesh_overlay67.vmdl_c crc=7D04BCA3 size=13.92KB size_in_bytes=14253
path=maps/de_eldorado/worldnodes/n0_lr0_c34_s_cb_bl_mesh_blocklight17_shadow.vmdl_c crc=F481332F size=5.54KB size_in_bytes=5673
path=maps/de_eldorado/worldnodes/n0_lr0_c34_s_mesh_overlay34.vmdl_c crc=4B372585 size=6.12KB size_in_bytes=6265
path=maps/de_eldorado/worldnodes/n0_lr0_c34_s_nv_mesh_overlay68.vmdl_c crc=D5B6386B size=6.00KB size_in_bytes=6141
path=maps/de_eldorado/worldnodes/n0_lr0_c35_s_cb_bl_mesh_blocklight18_shadow.vmdl_c crc=4743A00D size=4.52KB size_in_bytes=4633
path=maps/de_eldorado/worldnodes/n0_lr0_c35_s_mesh_overlay35.vmdl_c crc=D4D6BD63 size=8.49KB size_in_bytes=8697
path=maps/de_eldorado/worldnodes/n0_lr0_c35_s_nv_mesh_overlay69.vmdl_c crc=3BF34A0F size=20.51KB size_in_bytes=21005
path=maps/de_eldorado/worldnodes/n0_lr0_c36_s_cb_bl_mesh_blocklight19_shadow.vmdl_c crc=604345EE size=5.74KB size_in_bytes=5881
path=maps/de_eldorado/worldnodes/n0_lr0_c36_s_mesh_overlay36.vmdl_c crc=5847E898 size=5.32KB size_in_bytes=5449
path=maps/de_eldorado/worldnodes/n0_lr0_c36_s_nv_mesh_overlay70.vmdl_c crc=14566BC8 size=9.53KB size_in_bytes=9757
path=maps/de_eldorado/worldnodes/n0_lr0_c37_s_cb_bl_mesh_blocklight20_shadow.vmdl_c crc=A27081B5 size=5.84KB size_in_bytes=5977
path=maps/de_eldorado/worldnodes/n0_lr0_c37_s_mesh_overlay37.vmdl_c crc=DF95717A size=7.81KB size_in_bytes=7993
path=maps/de_eldorado/worldnodes/n0_lr0_c38_s_cb_bl_mesh_blocklight21_shadow.vmdl_c crc=57960BFC size=5.74KB size_in_bytes=5881
path=maps/de_eldorado/worldnodes/n0_lr0_c38_s_mesh_overlay38.vmdl_c crc=E6A532B3 size=8.21KB size_in_bytes=8409
path=maps/de_eldorado/worldnodes/n0_lr0_c39_s_cb_bl_mesh_blocklight22_shadow.vmdl_c crc=BFF8A63C size=6.18KB size_in_bytes=6329
path=maps/de_eldorado/worldnodes/n0_lr0_c39_s_mesh_overlay39.vmdl_c crc=FE02647F size=6.73KB size_in_bytes=6889
path=maps/de_eldorado/worldnodes/n0_lr0_c3_s_mesh_overlay3.vmdl_c crc=A69A6F64 size=7.80KB size_in_bytes=7989
path=maps/de_eldorado/worldnodes/n0_lr0_c40_s_cb_bl_mesh_blocklight23_shadow.vmdl_c crc=FC6F47FB size=4.76KB size_in_bytes=4873
path=maps/de_eldorado/worldnodes/n0_lr0_c40_s_mesh_overlay40.vmdl_c crc=16C7F34C size=5.98KB size_in_bytes=6121
path=maps/de_eldorado/worldnodes/n0_lr0_c41_s_mesh_overlay41.vmdl_c crc=CFA6AC8E size=10.48KB size_in_bytes=10729
path=maps/de_eldorado/worldnodes/n0_lr0_c42_s_cb_bl_mesh_blocklight24_shadow.vmdl_c crc=234D46B0 size=5.09KB size_in_bytes=5209
path=maps/de_eldorado/worldnodes/n0_lr0_c42_s_mesh_overlay42.vmdl_c crc=E38B2C1D size=7.52KB size_in_bytes=7705
path=maps/de_eldorado/worldnodes/n0_lr0_c43_s_mesh_overlay43.vmdl_c crc=21717FFA size=51.93KB size_in_bytes=53177
path=maps/de_eldorado/worldnodes/n0_lr0_c44_s_cb_b_mesh.vmdl_c crc=5B09E19F size=12.57KB size_in_bytes=12869
path=maps/de_eldorado/worldnodes/n0_lr0_c44_s_cb_mesh.vmdl_c crc=99700FCD size=11.02KB size_in_bytes=11281
path=maps/de_eldorado/worldnodes/n0_lr0_c44_s_mesh_overlay44.vmdl_c crc=3C8724F5 size=6.79KB size_in_bytes=6953
path=maps/de_eldorado/worldnodes/n0_lr0_c45_s_mesh_overlay45.vmdl_c crc=90DDC25D size=10.71KB size_in_bytes=10969
path=maps/de_eldorado/worldnodes/n0_lr0_c46_s_mesh_overlay46.vmdl_c crc=D1067179 size=4.62KB size_in_bytes=4729
path=maps/de_eldorado/worldnodes/n0_lr0_c47_s_mesh_overlay47_nz_nsh.vmdl_c crc=3BE91386 size=17.63KB size_in_bytes=18049
path=maps/de_eldorado/worldnodes/n0_lr0_c48_s_mesh_overlay48.vmdl_c crc=52C154B8 size=6.35KB size_in_bytes=6505
path=maps/de_eldorado/worldnodes/n0_lr0_c49_s_mesh_overlay49.vmdl_c crc=B52A1ED6 size=6.52KB size_in_bytes=6681
path=maps/de_eldorado/worldnodes/n0_lr0_c4_s_mesh_overlay4.vmdl_c crc=2A010FC5 size=4.55KB size_in_bytes=4661
path=maps/de_eldorado/worldnodes/n0_lr0_c4_s_nv_mesh_overlay60.vmdl_c crc=A8CA5B9F size=4.51KB size_in_bytes=4617
path=maps/de_eldorado/worldnodes/n0_lr0_c50_s_mesh_overlay50.vmdl_c crc=5D675EA7 size=31.31KB size_in_bytes=32057
path=maps/de_eldorado/worldnodes/n0_lr0_c51_s_mesh_overlay51.vmdl_c crc=A361CD92 size=37.38KB size_in_bytes=38281
path=maps/de_eldorado/worldnodes/n0_lr0_c52_s_mesh_overlay52.vmdl_c crc=D7A9D45F size=4.62KB size_in_bytes=4729
path=maps/de_eldorado/worldnodes/n0_lr0_c53_s_mesh_overlay53.vmdl_c crc=F705D270 size=4.62KB size_in_bytes=4729
path=maps/de_eldorado/worldnodes/n0_lr0_c54_s_mesh_overlay54.vmdl_c crc=CE4FA882 size=20.90KB size_in_bytes=21401
path=maps/de_eldorado/worldnodes/n0_lr0_c55_s_mesh_overlay55.vmdl_c crc=05F7D55C size=4.59KB size_in_bytes=4697
path=maps/de_eldorado/worldnodes/n0_lr0_c56_s_mesh_overlay56.vmdl_c crc=81958E69 size=4.48KB size_in_bytes=4585
path=maps/de_eldorado/worldnodes/n0_lr0_c57_s_mesh_overlay57.vmdl_c crc=76933689 size=16.17KB size_in_bytes=16553
path=maps/de_eldorado/worldnodes/n0_lr0_c58_s_mesh_overlay58.vmdl_c crc=350210D0 size=4.57KB size_in_bytes=4681
path=maps/de_eldorado/worldnodes/n0_lr0_c59_s_mesh_overlay59.vmdl_c crc=C444CCD8 size=5.13KB size_in_bytes=5257
path=maps/de_eldorado/worldnodes/n0_lr0_c5_s_mesh_overlay5.vmdl_c crc=7CCDB233 size=10.58KB size_in_bytes=10837
path=maps/de_eldorado/worldnodes/n0_lr0_c6_s_cb_bl_mesh_blocklight0_shadow.vmdl_c crc=37CD723C size=4.35KB size_in_bytes=4453
path=maps/de_eldorado/worldnodes/n0_lr0_c6_s_mesh_overlay6.vmdl_c crc=64830C7E size=6.46KB size_in_bytes=6613
path=maps/de_eldorado/worldnodes/n0_lr0_c7_s_cb_bl_mesh_blocklight1_shadow.vmdl_c crc=B08DF5F1 size=4.43KB size_in_bytes=4533
path=maps/de_eldorado/worldnodes/n0_lr0_c7_s_mesh_overlay7.vmdl_c crc=B1AA7855 size=5.90KB size_in_bytes=6037
path=maps/de_eldorado/worldnodes/n0_lr0_c7_s_nv_mesh_overlay61.vmdl_c crc=75928730 size=4.45KB size_in_bytes=4553
path=maps/de_eldorado/worldnodes/n0_lr0_c8_s_cb_bl_mesh_blocklight2_shadow.vmdl_c crc=EB5276BE size=4.49KB size_in_bytes=4597
path=maps/de_eldorado/worldnodes/n0_lr0_c8_s_mesh_overlay8.vmdl_c crc=22DE625D size=6.30KB size_in_bytes=6453
path=maps/de_eldorado/worldnodes/n0_lr0_c9_s_cb_bl_mesh_blocklight3_shadow.vmdl_c crc=22850555 size=4.82KB size_in_bytes=4933
path=maps/de_eldorado/worldnodes/n0_lr0_c9_s_mesh_overlay9.vmdl_c crc=84FDF448 size=6.99KB size_in_bytes=7157
path=maps/de_eldorado/world_physics.vmdl_c crc=77184B82 size=37.24MB size_in_bytes=39048540
path=maps/de_eldorado/world_physics.vrman_c crc=2D29B6DF size=920B size_in_bytes=920
path=maps/de_eldorado/world_visibility.vvis_c crc=A2F3723B size=3.39MB size_in_bytes=3555270
